latitude,longitude,timestamp,ignition,speed
52.50806931962623,13.337123647653454,2024-10-01 00:25:15,off,0
52.50254137328515,13.33972788149162,2024-10-01 00:25:32,on,84
52.50815442024428,13.331088392622098,2024-10-01 00:25:47,off,0
52.50053961161535,13.338815711968131,2024-10-01 00:26:14,on,84
52.508833764550964,13.335544202877083,2024-10-01 00:26:31,on,18
52.508696479925696,13.340249017849237,2024-10-01 00:26:41,on,83
52.50094301564278,13.335892641232634,2024-10-01 00:27:04,off,0
52.50709591976534,13.331977764397662,2024-10-01 00:27:33,on,3
52.50551261320788,13.334031317590302,2024-10-01 00:27:53,on,62
52.50132213317915,13.339890148097762,2024-10-01 00:28:09,off,0
52.50315364072621,13.334318126272851,2024-10-01 00:28:22,on,57
52.50850616115915,13.331277342515971,2024-10-01 00:28:49,on,66
52.50317863144304,13.331276666362092,2024-10-01 00:29:13,on,73
52.505420865978195,13.337082809791532,2024-10-01 00:29:39,off,0
52.50093681639821,13.337185506744964,2024-10-01 00:29:52,on,7
52.50185110761112,13.337202478751385,2024-10-01 00:30:10,on,5
52.505113936884705,13.334497299514963,2024-10-01 00:30:20,off,0
52.508179990577354,13.332856180211868,2024-10-01 00:30:44,on,11
52.50780888087179,13.340285437396876,2024-10-01 00:31:04,on,80
52.50484677399677,13.3387088212784,2024-10-01 00:31:33,on,10
52.50446292293471,13.338179117662294,2024-10-01 00:31:56,on,46
52.50502231158009,13.338265275378491,2024-10-01 00:32:24,on,41
52.50929275214265,13.340304493000254,2024-10-01 00:32:39,on,86
52.50951928630077,13.334665461675309,2024-10-01 00:33:04,off,0
52.50511442361023,13.336915563175346,2024-10-01 00:33:19,on,45
52.50230471940386,13.337538876820773,2024-10-02 00:00:00,on,28
52.50633840871645,13.334840521787235,2024-10-02 00:00:24,off,0
52.50944098553532,13.331466161779636,2024-10-02 00:00:53,on,13
52.50557161015484,13.336586351121534,2024-10-02 00:01:22,on,6
52.50502952728908,13.338009111473717,2024-10-02 00:01:39,on,97
52.5043324358901,13.33699895650684,2024-10-02 00:02:00,off,0
52.505312599454484,13.334074870677645,2024-10-02 00:02:18,off,0
52.507853719237715,13.335444135462138,2024-10-02 00:02:45,on,64
52.50711930605186,13.340468760561778,2024-10-02 00:03:04,on,45
52.50476670870492,13.339775014718791,2024-10-02 00:03:25,off,0
52.50494368392502,13.337455249358257,2024-10-02 00:03:45,on,52
52.5008097984476,13.334185143195096,2024-10-02 00:04:02,off,0
52.507799057954585,13.332895903026603,2024-10-02 00:04:14,off,0
52.508118683710975,13.332112800683298,2024-10-02 00:04:35,on,72
52.50129654745343,13.337767286827875,2024-10-02 00:04:58,on,20
52.509786305877235,13.332501368060909,2024-10-02 00:05:26,off,0
52.50493197285468,13.332941401466398,2024-10-02 00:05:45,off,0
52.50804769797207,13.33491345068614,2024-10-02 00:06:09,on,85
52.50759087213928,13.340057289194778,2024-10-02 00:06:35,on,93
52.50718212082947,13.339841272064774,2024-10-02 00:07:02,on,22
52.50143711007276,13.331564831643247,2024-10-02 00:07:13,on,82
52.5025662976139,13.33899763197627,2024-10-02 00:07:39,on,78
52.50025464220662,13.340999804594176,2024-10-02 00:08:01,off,0
52.50115333466508,13.33875057899954,2024-10-02 00:08:14,off,0
52.502770731750935,13.336749897225966,2024-10-02 00:08:42,on,3
52.503675543739966,13.335263492259122,2024-10-02 00:09:09,off,0
52.50543286969628,13.337022119154968,2024-10-02 00:09:23,off,0
52.50716328382885,13.333700278794225,2024-10-02 00:09:43,off,0
52.50023909519964,13.339535404169938,2024-10-02 00:09:54,on,39
52.502771417057986,13.336398063925317,2024-10-02 00:10:17,on,20
52.505944739972726,13.340132913597687,2024-10-02 00:10:45,off,0
52.50687732974388,13.333968668271392,2024-10-02 00:11:04,off,0
52.50284458039819,13.33950961996585,2024-10-02 00:11:24,on,49
52.50515054987422,13.340510887296508,2024-10-02 00:11:39,on,35
52.50426768442028,13.336259298484572,2024-10-02 00:11:53,off,0
52.50839323219923,13.331699652192233,2024-10-02 00:12:11,on,97
52.50179557301474,13.334993248342576,2024-10-02 00:12:38,off,0
52.503010778529536,13.340892551514672,2024-10-02 00:12:59,on,96
52.50126134836799,13.333465800716393,2024-10-02 00:13:09,on,58
52.50838480367356,13.340651234780543,2024-10-02 00:13:38,off,0
52.50378950487785,13.337287042531099,2024-10-02 00:13:53,off,0
52.50478725863457,13.34014636594314,2024-10-02 00:14:04,off,0
52.506911951906964,13.336538322053162,2024-10-02 00:14:15,off,0
52.505914225568965,13.331887854271693,2024-10-02 00:14:36,off,0
52.507289038352944,13.33378262771532,2024-10-02 00:14:52,off,0
52.505549778869494,13.339705303376,2024-10-02 00:15:06,on,98
52.50280006629345,13.337111671883937,2024-10-02 00:15:25,on,74
52.508066080353274,13.339130613939764,2024-10-02 00:15:46,off,0
52.507858160121835,13.333368181325682,2024-10-02 00:16:07,on,55
52.50995261154835,13.340158287317463,2024-10-02 00:16:21,on,92
52.50967892495746,13.332769298896668,2024-10-02 00:16:36,off,0
52.506818375712285,13.336702407553014,2024-10-02 00:17:02,on,84
52.50986714527202,13.339923853426043,2024-10-02 00:17:24,on,45
52.50454261396801,13.333833098051082,2024-10-02 00:17:35,on,87
52.501361647035054,13.334653431437173,2024-10-02 00:17:56,on,98
52.505298759707834,13.334084682564516,2024-10-02 00:18:19,off,0
52.50360304910987,13.336033994794393,2024-10-02 00:18:30,off,0
52.508162698975646,13.336876182973258,2024-10-02 00:18:56,on,1
52.502808331663886,13.339336637781715,2024-10-02 00:19:24,on,46
52.50936123553158,13.339762136719365,2024-10-02 00:19:44,on,54
52.50786947721287,13.34032507291365,2024-10-02 00:20:02,off,0
52.50759821174864,13.335216458080637,2024-10-02 00:20:12,on,63
52.50043575559969,13.331482090066485,2024-10-02 00:20:41,on,9
52.50538885037744,13.339168605846112,2024-10-02 00:21:03,off,0
52.50823494408629,13.339317314676414,2024-10-02 00:21:17,off,0
52.50818163739776,13.338851871537413,2024-10-02 00:21:31,on,1
52.50705521564894,13.33975217650942,2024-10-02 00:21:42,on,10
52.509559973642645,13.338662764733787,2024-10-02 00:22:12,on,94
52.503152846021166,13.336453211739352,2024-10-02 00:22:31,on,80
52.5085086279758,13.340284272945071,2024-10-02 00:22:51,off,0
52.50545615891919,13.334170032794368,2024-10-02 00:23:03,off,0
52.50345919465848,13.339263222146434,2024-10-02 00:23:29,on,25
52.50463871537294,13.340936117022403,2024-10-02 00:23:50,on,2
52.50610584957379,13.334440387266012,2024-10-02 00:24:19,on,92
52.50032500060834,13.340129766704253,2024-10-02 00:24:46,on,87
52.50493630847778,13.331399591253241,2024-10-02 00:25:13,on,92
52.50657228576087,13.332241076828632,2024-10-02 00:25:41,on,16
52.50758616509917,13.337692069391993,2024-10-02 00:25:54,on,94
52.50863980005515,13.332804287537932,2024-10-02 00:26:17,on,89
52.509390619712285,13.337941807067786,2024-10-02 00:26:34,off,0
52.505316231620036,13.33764223186112,2024-10-02 00:26:51,off,0
52.505072532861206,13.331007549357263,2024-10-02 00:27:20,on,82
52.505499158363,13.335049461832533,2024-10-02 00:27:33,on,52
52.509171489601556,13.331374532578275,2024-10-02 00:27:50,off,0
52.508125392496716,13.332769348180069,2024-10-02 00:28:04,off,0
52.50208071563314,13.336707590414933,2024-10-02 00:28:17,on,98
52.502731400973815,13.33474535567749,2024-10-02 00:28:47,off,0
52.500540052730365,13.336365668822594,2024-10-02 00:29:14,on,23
52.50247533999275,13.340080380531822,2024-10-02 00:29:32,on,75
52.50117820185726,13.34083707969148,2024-10-02 00:29:50,off,0
52.50679274335786,13.334376234730398,2024-10-02 00:30:06,on,53
52.505640790114875,13.335878254901186,2024-10-02 00:30:20,on,60
52.50451959649512,13.338606805835441,2024-10-02 00:30:38,on,100
52.50771104391835,13.333978415888941,2024-10-02 00:30:51,off,0
52.509567554198476,13.332715405636984,2024-10-02 00:31:02,on,39
52.50804601393494,13.332780990470667,2024-10-02 00:31:21,on,11
52.505220793843854,13.337070729117574,2024-10-02 00:31:43,off,0
52.500546145286286,13.33854313210996,2024-10-02 00:32:01,on,92
52.50998033444163,13.336349378456894,2024-10-02 00:32:18,off,0
52.50179803531507,13.333161760011128,2024-10-02 00:32:44,off,0
52.50532719991245,13.336529768811536,2024-10-03 00:00:00,off,0
52.507022832603255,13.334924928414944,2024-10-03 00:00:28,on,42
52.50630702373395,13.33764615728058,2024-10-03 00:00:53,on,56
52.50253445748981,13.339260268555417,2024-10-03 00:01:20,off,0
52.50977146314758,13.335740982859805,2024-10-03 00:01:48,on,66
52.507880349758985,13.332841601744695,2024-10-03 00:02:01,on,69
52.50362695203524,13.337145777201172,2024-10-03 00:02:20,on,20
52.501774891771554,13.331266872275414,2024-10-03 00:02:50,on,1
52.50288586565257,13.336340412752985,2024-10-03 00:03:19,on,13
52.50673940859835,13.336609074786455,2024-10-03 00:03:41,on,95
52.50041425401172,13.337668719020247,2024-10-03 00:03:52,on,71
52.501486274743584,13.331137706684995,2024-10-03 00:04:14,on,58
52.504508416468276,13.340526977164883,2024-10-03 00:04:24,off,0
52.500096912649504,13.336032611731294,2024-10-03 00:04:48,on,60
52.50361096256521,13.331978845966294,2024-10-03 00:05:04,off,0
52.503524605583856,13.332645713762497,2024-10-03 00:05:23,off,0
52.50803187723314,13.337711419877527,2024-10-03 00:05:44,on,1
52.50531886285446,13.33435033256985,2024-10-03 00:06:13,off,0
52.50383083585118,13.33713573746607,2024-10-03 00:06:34,off,0
52.50472551743947,13.340833108424336,2024-10-03 00:06:46,off,0
52.506816352172066,13.333295688261112,2024-10-03 00:07:05,on,88
52.50240611629462,13.339819701391434,2024-10-03 00:07:27,on,39
52.50136350571248,13.334919421133485,2024-10-03 00:07:52,off,0
52.50414429331032,13.337956500204394,2024-10-03 00:08:06,on,84
52.50619697866923,13.336453388094602,2024-10-03 00:08:23,on,81
52.50688066013099,13.335427594980407,2024-10-03 00:08:39,on,64
52.50783699980757,13.331242328635014,2024-10-03 00:08:51,on,1
52.509366380610395,13.336808486219232,2024-10-03 00:09:06,on,20
52.50862042074856,13.333610716851116,2024-10-03 00:09:33,on,28
52.50332370628205,13.332759922871864,2024-10-03 00:09:50,off,0
52.50457256566615,13.332894797458035,2024-10-03 00:10:05,on,98
52.50471242742151,13.339024910567307,2024-10-03 00:10:22,off,0
52.50426523884119,13.333711242879097,2024-10-03 00:10:45,on,90
52.508640007106486,13.339863073413387,2024-10-03 00:10:58,off,0
52.50803636486575,13.339705113086083,2024-10-03 00:11:15,on,21
52.50893155212763,13.333118528238973,2024-10-03 00:11:31,off,0
52.50696810538556,13.339665958746794,2024-10-03 00:11:52,on,99
52.50872014271647,13.336332142498248,2024-10-03 00:12:14,on,76
52.50579218726561,13.340069451682911,2024-10-03 00:12:38,on,83
52.50895683570986,13.338458885235095,2024-10-03 00:13:00,on,40
52.508348882584734,13.332192400500439,2024-10-03 00:13:21,off,0
52.50802698966118,13.332440796707852,2024-10-03 00:13:41,on,23
52.50883407119395,13.3391270170738,2024-10-03 00:14:02,on,14
52.50603302636922,13.339719394081625,2024-10-03 00:14:20,on,68
52.509261035042535,13.335228831644033,2024-10-03 00:14:44,on,64
52.50924941712129,13.332078284060161,2024-10-03 00:14:59,on,96
52.50739134344909,13.336693951923024,2024-10-03 00:15:18,on,45
52.50824676796657,13.338976819108712,2024-10-03 00:15:41,on,81
52.50525116422173,13.33467167781526,2024-10-03 00:16:11,off,0
52.50958049873794,13.339380313915674,2024-10-03 00:16:25,on,12
52.50650352752083,13.332643337733037,2024-10-03 00:16:42,on,36
52.503208089433265,13.335124837871463,2024-10-03 00:16:55,on,24
52.50813046544089,13.337079939299212,2024-10-03 00:17:06,on,15
52.50802327873593,13.33435206284908,2024-10-03 00:17:16,on,90
52.50126630333897,13.338981719261078,2024-10-03 00:17:37,on,11
52.5052322675994,13.336155663602726,2024-10-03 00:18:02,on,59
52.507749321300665,13.338915686975255,2024-10-03 00:18:26,on,36
52.50599330026287,13.334602849141348,2024-10-03 00:18:52,on,62
52.50446539067018,13.34036068976169,2024-10-03 00:19:04,on,31
52.50699244001981,13.333379951087583,2024-10-03 00:19:33,off,0
52.50129931457693,13.339375558337894,2024-10-03 00:19:48,on,7
52.50573779247696,13.338067288051404,2024-10-03 00:20:15,off,0
52.50762022193764,13.331958742477372,2024-10-03 00:20:33,on,77
52.50244831111721,13.334973237083986,2024-10-03 00:20:50,off,0
52.500617182939166,13.333819346301723,2024-10-03 00:21:07,off,0
52.50783657480298,13.336527327992133,2024-10-03 00:21:26,on,42
52.501161043859504,13.337227021345829,2024-10-03 00:21:36,off,0
52.504547333674516,13.334809937681547,2024-10-03 00:22:00,off,0
52.506927223645334,13.33765459037525,2024-10-03 00:22:14,off,0
52.50770392487973,13.332749948070527,2024-10-03 00:22:39,on,44
52.505919302063624,13.336420519740733,2024-10-03 00:23:03,on,84
52.505018176057106,13.340032905139685,2024-10-03 00:23:21,on,75
52.50540120229312,13.336058526511287,2024-10-03 00:23:39,off,0
52.50993101996254,13.337823660570152,2024-10-03 00:23:56,on,84
52.50824292722102,13.338563796388147,2024-10-03 00:24:21,on,26
52.502366948957636,13.335914189007925,2024-10-03 00:24:50,on,48
52.500630656332135,13.333124891559036,2024-10-03 00:25:19,on,83
52.50780683732388,13.334041827759323,2024-10-03 00:25:45,on,62
52.50950921146945,13.337947214018314,2024-10-03 00:26:07,off,0
52.504759177662564,13.331220084722968,2024-10-03 00:26:28,on,94
52.50595299499402,13.338121516893496,2024-10-03 00:26:49,on,71
52.504719680970716,13.334634867948576,2024-10-03 00:27:11,on,97
52.505439132925275,13.333385293608725,2024-10-03 00:27:36,off,0
52.50060613147998,13.3403783595771,2024-10-03 00:28:04,on,2
52.508731199647286,13.34080466758618,2024-10-03 00:28:30,on,55
52.50427090353095,13.336194501652868,2024-10-03 00:28:57,on,91
52.50397616605194,13.33836454641457,2024-10-03 00:29:23,on,100
52.50809704300365,13.336566922350457,2024-10-03 00:29:35,off,0
52.50642496905075,13.331927108064127,2024-10-03 00:29:53,on,67
52.504201911446806,13.331420873574137,2024-10-03 00:30:12,off,0
52.508796953673624,13.333378218956241,2024-10-03 00:30:42,on,12
52.50197203045173,13.335330046819777,2024-10-03 00:31:08,off,0
52.507080126194865,13.33383910840327,2024-10-03 00:31:26,on,46
52.506717228621724,13.33757402818086,2024-10-03 00:31:51,on,88
52.50128654791218,13.334845271718077,2024-10-03 00:32:15,on,32
52.503537893783054,13.332180002784153,2024-10-03 00:32:29,on,20
52.503158700588145,13.34088876452761,2024-10-03 00:32:56,on,86
52.50013887198817,13.338673247311172,2024-10-03 00:33:08,on,71
52.506238105336244,13.33689223447233,2024-10-03 00:33:35,on,43
52.50437756154574,13.332002971736546,2024-10-03 00:34:04,on,14
52.50659785969091,13.331565971515996,2024-10-04 00:00:00,on,2
52.50635394181309,13.336767739561653,2024-10-04 00:00:19,on,95
52.505534996987095,13.340952204349971,2024-10-04 00:00:47,off,0
52.50638737980771,13.337418482222855,2024-10-04 00:01:02,off,0
52.507571812980984,13.332037358707243,2024-10-04 00:01:12,off,0
52.50216647881314,13.33364897136672,2024-10-04 00:01:36,on,27
52.50592106125664,13.331511204455902,2024-10-04 00:01:46,on,13
52.501499281164186,13.33148795773417,2024-10-04 00:02:04,on,97
52.505689930773244,13.332972610957873,2024-10-04 00:02:14,off,0
52.509559512649076,13.333942351802527,2024-10-04 00:02:42,off,0
52.50388036488392,13.339009903088648,2024-10-04 00:03:06,on,78
52.50728688006578,13.331100021123337,2024-10-04 00:03:31,off,0
52.50396003203453,13.331465357531185,2024-10-04 00:03:55,on,9
52.506485015581326,13.331008301201866,2024-10-04 00:04:22,off,0
52.50731513025219,13.332990241113956,2024-10-04 00:04:36,off,0
52.50561914979506,13.333497295825628,2024-10-04 00:04:53,on,36
52.50038994197757,13.3392637380437,2024-10-04 00:05:15,on,78
52.508653588656856,13.33848568772037,2024-10-04 00:05:33,on,60
52.50191952953883,13.336273386294273,2024-10-04 00:05:59,on,27
52.50816172386377,13.337146191189493,2024-10-04 00:06:13,on,79
52.503503287761774,13.340926724534565,2024-10-04 00:06:23,on,80
52.50463206583737,13.336003258392045,2024-10-04 00:06:53,off,0
52.50931241831654,13.337620890747395,2024-10-04 00:07:08,on,26
52.50655310009696,13.335486260906011,2024-10-04 00:07:35,on,23
52.501870261633954,13.3320955047602,2024-10-04 00:07:45,on,93
52.50924678111581,13.340428198806865,2024-10-04 00:08:09,on,100
52.50947207647973,13.338291357197436,2024-10-04 00:08:34,on,86
52.502504302264825,13.338093431290792,2024-10-04 00:08:44,on,92
52.506871294329315,13.337867288766777,2024-10-04 00:08:55,on,26
52.505866254841024,13.331555089404944,2024-10-04 00:09:07,off,0
52.50273179545517,13.339455905730514,2024-10-04 00:09:17,on,47
52.50547811228667,13.332396565168935,2024-10-04 00:09:34,on,61
52.509576664268934,13.331688368147347,2024-10-04 00:10:03,on,78
52.503701188895455,13.33432241104949,2024-10-04 00:10:29,off,0
52.509966159016955,13.340647809867837,2024-10-04 00:10:50,on,47
52.50572331470499,13.334656623485166,2024-10-04 00:11:05,on,63
52.50739960665519,13.334986639838219,2024-10-04 00:11:23,on,7
52.50773420079594,13.335018627705088,2024-10-04 00:11:39,off,0
52.50396020792396,13.338505836228185,2024-10-04 00:12:04,on,60
52.50843721659192,13.331359311702535,2024-10-04 00:12:16,on,21
52.50443875338477,13.332301461893783,2024-10-04 00:12:27,on,66
52.507245178527356,13.33759214680396,2024-10-04 00:12:41,off,0
52.503013851901805,13.337324362278094,2024-10-04 00:13:02,off,0
52.5042054495281,13.338901548043193,2024-10-04 00:13:20,off,0
52.50648434271787,13.33724414062777,2024-10-04 00:13:35,off,0
52.50393530711143,13.334373051810362,2024-10-04 00:13:45,on,18
52.505719596866776,13.336192620116917,2024-10-04 00:14:15,on,94
52.50826952634201,13.33624885975462,2024-10-04 00:14:39,off,0
52.50626464629747,13.332128268267471,2024-10-04 00:14:50,on,15
52.505277454004464,13.336074204480868,2024-10-04 00:15:12,on,25
52.504923828959036,13.333785086081484,2024-10-04 00:15:40,on,95
52.50202458666588,13.332806758978416,2024-10-04 00:15:54,off,0
52.503356520609096,13.331340338477172,2024-10-04 00:16:15,on,27
52.50786251909183,13.332601184433463,2024-10-04 00:16:40,on,96
52.50081309558482,13.331263594889725,2024-10-04 00:16:52,on,20
52.50162218166855,13.33175157254559,2024-10-04 00:17:20,on,84
52.50575491958571,13.34071480193202,2024-10-04 00:17:45,off,0
52.503726263100425,13.331737732617418,2024-10-04 00:18:02,off,0
52.5071753272293,13.33725634343668,2024-10-04 00:18:12,off,0
52.50694912490233,13.336022253055706,2024-10-04 00:18:29,on,77
52.50513045059121,13.3406061600313,2024-10-04 00:18:52,on,59
52.50562372228083,13.336981908465566,2024-10-04 00:19:18,on,24
52.50451382945257,13.335597273745243,2024-10-04 00:19:37,on,9
52.5077887926065,13.332212019242807,2024-10-04 00:19:47,on,79
52.50115666183523,13.336555036773717,2024-10-04 00:20:00,on,45
52.50486743850532,13.33845255000736,2024-10-04 00:20:12,on,27
52.50991267100756,13.33868749409299,2024-10-04 00:20:31,on,68
52.506289707962154,13.340048651042968,2024-10-04 00:20:45,off,0
52.505447222678086,13.335402016525103,2024-10-04 00:20:57,off,0
52.50216012149796,13.339663884272735,2024-10-04 00:21:20,on,48
52.50462197046634,13.33792406195485,2024-10-04 00:21:47,off,0
52.50207932293366,13.335892956372728,2024-10-04 00:22:02,on,9
52.500038782072075,13.339169059793145,2024-10-04 00:22:16,on,47
52.50073592568714,13.332905133861109,2024-10-04 00:22:44,on,47
52.50529800491771,13.334699314916312,2024-10-04 00:23:12,on,78
52.50304087480007,13.33453227787497,2024-10-04 00:23:25,on,52
52.50376118268364,13.337208399006695,2024-10-04 00:23:39,on,18
52.506683504646496,13.338353655101573,2024-10-04 00:23:58,on,50
52.50584749327151,13.332680311586042,2024-10-04 00:24:18,on,61
52.500235250832574,13.336920859613004,2024-10-04 00:24:45,on,89
52.50340917071235,13.338934726935017,2024-10-04 00:24:58,off,0
52.50955948342941,13.334159237184856,2024-10-04 00:25:20,on,70
52.50741994132349,13.339273929235919,2024-10-04 00:25:44,off,0
52.50176850205639,13.333844247234756,2024-10-04 00:26:13,on,76
52.503755383723345,13.331455908568465,2024-10-04 00:26:34,off,0
52.508692681924735,13.33589392294237,2024-10-04 00:26:49,off,0
52.50617939403588,13.333011077297925,2024-10-04 00:27:00,on,57
52.502024903733584,13.334470581635209,2024-10-04 00:27:15,on,3
52.505075633193194,13.337740695173224,2024-10-04 00:27:42,on,29
52.502379708329144,13.334917452347291,2024-10-04 00:28:01,off,0
52.50087896718235,13.337576595896952,2024-10-04 00:28:23,on,94
52.50400074488593,13.336081710790841,2024-10-04 00:28:37,on,13
52.504963820595364,13.334766750226127,2024-10-04 00:28:55,on,8
52.506814441662605,13.332480372757297,2024-10-04 00:29:25,on,78
52.501810407041724,13.334818168600313,2024-10-04 00:29:53,on,30
52.501629693762865,13.338154424882843,2024-10-04 00:30:11,on,5
52.50072186744085,13.340027709376733,2024-10-04 00:30:36,on,99
52.508131307139465,13.335199784213925,2024-10-04 00:31:03,on,6
52.50852350774969,13.336428780720405,2024-10-04 00:31:22,on,21
52.50711336571002,13.336725018123305,2024-10-04 00:31:44,on,20
52.50363870537649,13.340684904944082,2024-10-05 00:00:00,off,0
52.50904155452576,13.340856277989857,2024-10-05 00:00:22,on,27
52.502330434375104,13.340439336561577,2024-10-05 00:00:51,on,56
52.50883753765347,13.340264481513064,2024-10-05 00:01:21,on,31
52.50798237335484,13.337908154306394,2024-10-05 00:01:51,off,0
52.50317087750037,13.331224788282228,2024-10-05 00:02:21,on,72
52.50608992521559,13.336448356403695,2024-10-05 00:02:40,off,0
52.50039029315311,13.335082505900695,2024-10-05 00:02:59,off,0
52.508965549790446,13.335222402988764,2024-10-05 00:03:12,on,58
52.50420871730625,13.339518558851521,2024-10-05 00:03:42,on,24
52.506463944023615,13.332159757046119,2024-10-05 00:03:59,on,70
52.50063961588751,13.333966937419135,2024-10-05 00:04:11,on,66
52.503789273077075,13.33361025331167,2024-10-05 00:04:24,on,17
52.5027724980731,13.336857552287096,2024-10-05 00:04:53,off,0
52.50416895001335,13.337609258403795,2024-10-05 00:05:10,on,83
52.502044202632,13.33600150075235,2024-10-05 00:05:28,on,65
52.50607021290362,13.340810260804426,2024-10-05 00:05:57,on,31
52.50263461465744,13.339795541691279,2024-10-05 00:06:25,on,60
52.50260773050198,13.333618927288793,2024-10-05 00:06:54,off,0
52.502136216037464,13.335482674148292,2024-10-05 00:07:18,on,1
52.50671807144744,13.333143602696689,2024-10-05 00:07:48,on,23
52.50714765720802,13.335495050346449,2024-10-05 00:08:02,on,80
52.50274394851166,13.34050306026982,2024-10-05 00:08:20,off,0
